source,destination,protocol,chunkSize,tCount,fileSize,retransmits,connectTime,requestTime,receiveTime
192.168.0.1,www.google.com,HTTP/1.1,17,271,48623,18,0.000418,0.000037,0.001763
192.168.0.1,www.google.com,HTTP/1.0,18,264,48486,11,0.000423,0.000039,0.001652
192.168.0.1,www.google.com,HTTP/1.1,18,275,48672,12,0.000420,0.000046,0.001801
192.168.0.1,www.google.com,HTTP/1.0,19,263,48399,12,0.000436,0.000053,0.001631
192.168.0.1,www.google.com,HTTP/1.1,19,264,49480,10,0.000431,0.000053,0.002327
192.168.0.1,www.google.com,HTTP/1.0,20,274,48395,5,0.000494,0.000045,0.001455
192.168.0.1,www.google.com,HTTP/1.1,20,271,48633,12,0.000461,0.000040,0.001530
192.168.0.1,www.google.com,HTTP/1.0,21,275,48467,21,0.000473,0.000038,0.001565
192.168.0.1,www.google.com,HTTP/1.1,21,271,48648,15,0.000460,0.000049,0.001629
192.168.0.1,www.google.com,HTTP/1.0,22,274,48429,2,0.000402,0.000043,0.001440
192.168.0.1,www.google.com,HTTP/1.1,22,276,48683,2,0.000446,0.000048,0.001506
192.168.0.1,www.google.com,HTTP/1.0,23,272,48409,12,0.000472,0.000032,0.001554
192.168.0.1,www.google.com,HTTP/1.1,23,281,48645,15,0.000419,0.000055,0.001483
192.168.0.1,www.google.com,HTTP/1.0,24,277,48408,15,0.000403,0.000048,0.001357
192.168.0.1,www.google.com,HTTP/1.1,24,268,48634,14,0.000433,0.000048,0.001362
192.168.0.1,www.google.com,HTTP/1.0,25,271,48428,15,0.000435,0.000049,0.001232
192.168.0.1,www.google.com,HTTP/1.1,25,276,48668,18,0.000471,0.000046,0.001306
192.168.0.1,www.google.com,HTTP/1.0,26,275,48395,2,0.000426,0.000049,0.002519
192.168.0.1,www.google.com,HTTP/1.1,26,281,48674,2,0.000494,0.000052,0.001307
192.168.0.1,www.google.com,HTTP/1.0,27,277,48433,16,0.000465,0.000039,0.001357
192.168.0.1,www.google.com,HTTP/1.1,27,283,48642,20,0.000616,0.000042,0.001183
192.168.0.1,www.google.com,HTTP/1.0,28,283,48385,15,0.000495,0.000041,0.001287
192.168.0.1,www.google.com,HTTP/1.1,28,281,49455,14,0.000729,0.000048,0.001472
192.168.0.1,www.google.com,HTTP/1.0,29,273,48444,16,0.000437,0.000041,0.001186
192.168.0.1,www.google.com,HTTP/1.1,29,283,48677,17,0.000451,0.000058,0.001374
192.168.0.1,www.google.com,HTTP/1.0,30,277,48404,15,0.000442,0.000039,0.001241
192.168.0.1,www.google.com,HTTP/1.1,30,284,48661,11,0.000448,0.000036,0.001192
192.168.0.1,www.google.com,HTTP/1.0,31,283,48399,15,0.000430,0.000036,0.001085
192.168.0.1,www.google.com,HTTP/1.1,31,282,48642,11,0.000422,0.000037,0.001030
192.168.0.1,www.google.com,HTTP/1.0,32,284,48412,10,0.000412,0.000053,0.001150
192.168.0.1,www.google.com,HTTP/1.1,32,282,48627,14,0.000412,0.000046,0.000987
192.168.0.1,www.google.com,HTTP/1.0,33,277,48402,14,0.000422,0.000054,0.000963
192.168.0.1,www.google.com,HTTP/1.1,33,284,48648,9,0.000455,0.000052,0.001047
192.168.0.1,www.google.com,HTTP/1.0,34,280,48374,15,0.000469,0.000069,0.001034
192.168.0.1,www.google.com,HTTP/1.1,34,281,48635,14,0.000444,0.000043,0.001290
192.168.0.1,www.google.com,HTTP/1.0,35,280,48409,13,0.000420,0.000133,0.001223
192.168.0.1,www.google.com,HTTP/1.1,35,284,48699,15,0.000416,0.000035,0.001069
192.168.0.1,www.google.com,HTTP/1.0,36,283,48505,19,0.000416,0.000091,0.001132
192.168.0.1,www.google.com,HTTP/1.1,36,286,48666,18,0.000434,0.000041,0.000998
192.168.0.1,www.google.com,HTTP/1.0,37,277,48456,11,0.000441,0.000059,0.001041
192.168.0.1,www.google.com,HTTP/1.1,37,286,48682,13,0.000440,0.000038,0.001162
192.168.0.1,www.google.com,HTTP/1.0,38,285,48404,12,0.000466,0.000051,0.001024
192.168.0.1,www.google.com,HTTP/1.1,38,288,48633,15,0.000409,0.000110,0.001022
192.168.0.1,www.google.com,HTTP/1.0,39,282,48445,16,0.000397,0.000043,0.000976
192.168.0.1,www.google.com,HTTP/1.1,39,291,48665,12,0.000444,0.000047,0.000924
192.168.0.1,www.google.com,HTTP/1.0,40,291,48445,12,0.000463,0.000039,0.001570
192.168.0.1,www.google.com,HTTP/1.1,40,287,48624,14,0.000399,0.000044,0.000863
192.168.0.1,www.google.com,HTTP/1.0,41,285,48413,15,0.000415,0.000039,0.000899
192.168.0.1,www.google.com,HTTP/1.1,41,288,48654,14,0.000433,0.000047,0.001203
192.168.0.1,www.google.com,HTTP/1.0,42,283,48371,16,0.000432,0.000042,0.000894
192.168.0.1,www.google.com,HTTP/1.1,42,288,48650,17,0.000397,0.000038,0.001004
192.168.0.1,www.google.com,HTTP/1.0,43,286,48318,11,0.000426,0.000055,0.000914
192.168.0.1,www.google.com,HTTP/1.1,43,295,48642,15,0.000433,0.000038,0.000862
192.168.0.1,www.google.com,HTTP/1.0,44,291,48396,5,0.000408,0.000061,0.000832
192.168.0.1,www.google.com,HTTP/1.1,44,286,48730,10,0.000452,0.000043,0.000949
192.168.0.1,www.google.com,HTTP/1.0,45,291,48410,16,0.000463,0.000055,0.000885
192.168.0.1,www.google.com,HTTP/1.1,45,289,48632,18,0.000446,0.000038,0.000805
192.168.0.1,www.google.com,HTTP/1.0,46,292,48439,15,0.000430,0.000036,0.000779
192.168.0.1,www.google.com,HTTP/1.1,46,288,48597,17,0.000435,0.000062,0.000888
192.168.0.1,www.google.com,HTTP/1.0,47,281,48436,14,0.000432,0.000044,0.000854
192.168.0.1,www.google.com,HTTP/1.1,47,291,48630,17,0.000467,0.000046,0.000814
192.168.0.1,www.google.com,HTTP/1.0,48,289,48425,13,0.000406,0.000037,0.000821
192.168.0.1,www.google.com,HTTP/1.1,48,292,48654,15,0.000438,0.000044,0.001170
192.168.0.1,www.google.com,HTTP/1.0,49,287,48381,12,0.000441,0.000070,0.000741
192.168.0.1,www.google.com,HTTP/1.1,49,288,48655,13,0.000431,0.000045,0.000909
192.168.0.1,www.google.com,HTTP/1.0,50,294,49189,13,0.000428,0.000063,0.000836
192.168.0.1,www.google.com,HTTP/1.1,50,293,48660,16,0.000403,0.000044,0.001186
192.168.0.1,www.google.com,HTTP/1.0,51,288,48463,17,0.000445,0.000045,0.000953
192.168.0.1,www.google.com,HTTP/1.1,51,285,48705,15,0.000393,0.000041,0.000733
192.168.0.1,www.google.com,HTTP/1.0,52,288,48393,5,0.000468,0.000050,0.000912
192.168.0.1,www.google.com,HTTP/1.1,52,295,48608,7,0.000423,0.000042,0.000787
192.168.0.1,www.google.com,HTTP/1.0,53,291,48451,15,0.000449,0.000051,0.000944
192.168.0.1,www.google.com,HTTP/1.1,53,291,48608,17,0.000404,0.000042,0.000806
192.168.0.1,www.google.com,HTTP/1.0,54,287,48451,18,0.000404,0.000049,0.000710
192.168.0.1,www.google.com,HTTP/1.1,54,295,48614,20,0.000442,0.000077,0.001231
192.168.0.1,www.google.com,HTTP/1.0,55,290,48378,2,0.000433,0.000039,0.000761
192.168.0.1,www.google.com,HTTP/1.1,55,286,48643,2,0.000396,0.000039,0.000725
192.168.0.1,www.google.com,HTTP/1.0,56,290,48453,13,0.000400,0.000073,0.000827
192.168.0.1,www.google.com,HTTP/1.1,56,295,48632,16,0.000425,0.000043,0.000924
192.168.0.1,www.google.com,HTTP/1.0,57,289,48446,12,0.000451,0.000048,0.000719
192.168.0.1,www.google.com,HTTP/1.1,57,295,48697,12,0.000446,0.000101,0.000923
192.168.0.1,www.google.com,HTTP/1.0,58,287,48416,12,0.000470,0.000050,0.000929
192.168.0.1,www.google.com,HTTP/1.1,58,296,48696,13,0.000426,0.000078,0.000825
192.168.0.1,www.google.com,HTTP/1.0,59,290,48405,16,0.000501,0.000048,0.000708
192.168.0.1,www.google.com,HTTP/1.1,59,296,48640,13,0.000430,0.000047,0.000955
192.168.0.1,www.google.com,HTTP/1.0,60,285,48373,15,0.000430,0.000045,0.000646
192.168.0.1,www.google.com,HTTP/1.1,60,290,48661,15,0.000432,0.000046,0.000844
192.168.0.1,www.google.com,HTTP/1.0,61,289,48451,16,0.000442,0.000060,0.000836
192.168.0.1,www.google.com,HTTP/1.1,61,299,48618,13,0.000437,0.000045,0.000632
192.168.0.1,www.google.com,HTTP/1.0,62,291,48418,14,0.000455,0.000045,0.000739
192.168.0.1,www.google.com,HTTP/1.1,62,294,48661,17,0.000421,0.000038,0.000737
192.168.0.1,www.google.com,HTTP/1.0,63,290,48387,17,0.000420,0.000042,0.000584
192.168.0.1,www.google.com,HTTP/1.1,63,296,48721,13,0.000405,0.000047,0.000735
192.168.0.1,www.google.com,HTTP/1.0,64,290,48470,13,0.000454,0.000044,0.000727
192.168.0.1,www.google.com,HTTP/1.1,64,294,48643,11,0.000403,0.000044,0.000728
192.168.0.1,www.google.com,HTTP/1.0,65,291,48493,2,0.000439,0.000038,0.000624
192.168.0.1,www.google.com,HTTP/1.1,65,288,48633,2,0.000409,0.000043,0.000823
192.168.0.1,www.google.com,HTTP/1.0,66,296,48430,12,0.000399,0.000069,0.000569
192.168.0.1,www.google.com,HTTP/1.1,66,291,48622,16,0.000484,0.000032,0.000664
192.168.0.1,www.google.com,HTTP/1.0,67,287,48377,17,0.000475,0.000060,0.000736
192.168.0.1,www.google.com,HTTP/1.1,67,297,48641,12,0.000435,0.000054,0.000788
192.168.0.1,www.google.com,HTTP/1.0,68,292,48416,16,0.000475,0.000055,0.000962
192.168.0.1,www.google.com,HTTP/1.1,68,294,48663,14,0.000417,0.000044,0.000643
192.168.0.1,www.google.com,HTTP/1.0,69,293,48420,12,0.000430,0.000076,0.000626
192.168.0.1,www.google.com,HTTP/1.1,69,300,48627,14,0.000403,0.000043,0.000737
192.168.0.1,www.google.com,HTTP/1.0,70,291,48401,16,0.000440,0.000053,0.000696
192.168.0.1,www.google.com,HTTP/1.1,70,294,48628,15,0.000400,0.000062,0.000688
192.168.0.1,www.google.com,HTTP/1.0,71,293,48395,12,0.000425,0.000038,0.000719
192.168.0.1,www.google.com,HTTP/1.1,71,295,48636,18,0.000439,0.000056,0.000940
192.168.0.1,www.google.com,HTTP/1.0,72,293,48419,11,0.000462,0.000038,0.000670
192.168.0.1,www.google.com,HTTP/1.1,72,300,48693,13,0.000465,0.000484,0.000656
192.168.0.1,www.google.com,HTTP/1.0,73,290,48423,15,0.000435,0.000046,0.000663
192.168.0.1,www.google.com,HTTP/1.1,73,295,48604,15,0.000439,0.000048,0.000611
192.168.0.1,www.google.com,HTTP/1.0,74,291,48405,16,0.000436,0.000052,0.000654
192.168.0.1,www.google.com,HTTP/1.1,74,295,48644,15,0.000426,0.000071,0.000614
192.168.0.1,www.google.com,HTTP/1.0,75,295,48380,13,0.000428,0.000045,0.000665
192.168.0.1,www.google.com,HTTP/1.1,75,296,48643,16,0.000392,0.000038,0.000650
192.168.0.1,www.google.com,HTTP/1.0,76,293,48422,11,0.000455,0.000054,0.000611
192.168.0.1,www.google.com,HTTP/1.1,76,295,48663,24,0.000392,0.000041,0.000687
192.168.0.1,www.google.com,HTTP/1.0,77,294,48381,14,0.000426,0.000047,0.000669
192.168.0.1,www.google.com,HTTP/1.1,77,298,48666,14,0.000406,0.000074,0.000517
192.168.0.1,www.google.com,HTTP/1.0,78,296,48415,13,0.000426,0.000050,0.000597
192.168.0.1,www.google.com,HTTP/1.1,78,297,48621,16,0.000427,0.000044,0.000814
192.168.0.1,www.google.com,HTTP/1.0,79,290,48399,14,0.000404,0.000045,0.000682
192.168.0.1,www.google.com,HTTP/1.1,79,299,48653,13,0.000469,0.000051,0.000613
192.168.0.1,www.google.com,HTTP/1.0,80,294,48403,14,0.000420,0.000039,0.000688
192.168.0.1,www.google.com,HTTP/1.1,80,295,48629,16,0.000397,0.000037,0.000713
192.168.0.1,www.google.com,HTTP/1.0,81,298,48441,14,0.000426,0.000052,0.000722
192.168.0.1,www.google.com,HTTP/1.1,81,298,48639,14,0.000411,0.000062,0.000609
192.168.0.1,www.google.com,HTTP/1.0,82,292,48401,15,0.000431,0.000056,0.000676
192.168.0.1,www.google.com,HTTP/1.1,82,297,48654,12,0.000424,0.000049,0.000609
192.168.0.1,www.google.com,HTTP/1.0,83,291,48415,15,0.000428,0.000163,0.000788
192.168.0.1,www.google.com,HTTP/1.1,83,295,48625,14,0.000395,0.000119,0.000545
192.168.0.1,www.google.com,HTTP/1.0,84,293,48403,13,0.000395,0.000044,0.000525
192.168.0.1,www.google.com,HTTP/1.1,84,299,48622,11,0.000478,0.000080,0.000808
192.168.0.1,www.google.com,HTTP/1.0,85,295,48432,15,0.000393,0.000043,0.000606
192.168.0.1,www.google.com,HTTP/1.1,85,296,48673,12,0.000440,0.000053,0.000695
192.168.0.1,www.google.com,HTTP/1.0,86,293,48401,12,0.000424,0.000063,0.000677
192.168.0.1,www.google.com,HTTP/1.1,86,298,48646,16,0.000536,0.000057,0.000584
192.168.0.1,www.google.com,HTTP/1.0,87,294,48377,17,0.000398,0.000042,0.000526
192.168.0.1,www.google.com,HTTP/1.1,87,297,48625,10,0.000478,0.000045,0.000637
192.168.0.1,www.google.com,HTTP/1.0,88,294,48409,10,0.000412,0.000038,0.000556
192.168.0.1,www.google.com,HTTP/1.1,88,296,48609,11,0.000448,0.000054,0.000519
192.168.0.1,www.google.com,HTTP/1.0,89,296,48384,12,0.000422,0.000039,0.000493
192.168.0.1,www.google.com,HTTP/1.1,89,300,48628,16,0.000481,0.000053,0.000885
192.168.0.1,www.google.com,HTTP/1.0,90,297,49215,17,0.000418,0.000053,0.000706
192.168.0.1,www.google.com,HTTP/1.1,90,295,48638,12,0.000420,0.000069,0.000720
192.168.0.1,www.google.com,HTTP/1.0,91,295,48378,12,0.000458,0.000040,0.000667
192.168.0.1,www.google.com,HTTP/1.1,91,301,48642,17,0.000446,0.000045,0.000678
192.168.0.1,www.google.com,HTTP/1.0,92,289,48401,12,0.000434,0.000053,0.000748
192.168.0.1,www.google.com,HTTP/1.1,92,299,48607,16,0.000449,0.000091,0.000716
192.168.0.1,www.google.com,HTTP/1.0,93,290,48417,14,0.000417,0.000036,0.000573
192.168.0.1,www.google.com,HTTP/1.1,93,301,48708,15,0.000421,0.000055,0.000767
192.168.0.1,www.google.com,HTTP/1.0,94,296,48443,13,0.000420,0.000042,0.000540
192.168.0.1,www.google.com,HTTP/1.1,94,299,48670,12,0.000474,0.000077,0.000657
192.168.0.1,www.google.com,HTTP/1.0,95,293,48408,13,0.000423,0.000036,0.000832
192.168.0.1,www.google.com,HTTP/1.1,95,303,48650,17,0.000429,0.000041,0.000528
192.168.0.1,www.google.com,HTTP/1.0,96,294,48350,15,0.000454,0.000052,0.000892
192.168.0.1,www.google.com,HTTP/1.1,96,298,48666,14,0.000391,0.000040,0.000520
192.168.0.1,www.google.com,HTTP/1.0,97,294,48411,17,0.000415,0.000077,0.000581
192.168.0.1,www.google.com,HTTP/1.1,97,299,48630,17,0.000434,0.000079,0.000647
192.168.0.1,www.google.com,HTTP/1.0,98,297,48397,16,0.000437,0.000040,0.000639
192.168.0.1,www.google.com,HTTP/1.1,98,300,48659,13,0.000447,0.000052,0.000527
192.168.0.1,www.google.com,HTTP/1.0,99,293,48415,15,0.000414,0.000044,0.000569
192.168.0.1,www.google.com,HTTP/1.1,99,296,48662,13,0.000449,0.000044,0.000744
192.168.0.1,www.google.com,HTTP/1.0,100,297,48386,14,0.000430,0.000037,0.000588
192.168.0.1,www.google.com,HTTP/1.1,100,300,48670,14,0.000405,0.000039,0.000607
192.168.0.1,www.google.com,HTTP/1.0,101,295,48455,13,0.000457,0.000082,0.000673
192.168.0.1,www.google.com,HTTP/1.1,101,296,48674,18,0.000438,0.000042,0.000644
192.168.0.1,www.google.com,HTTP/1.0,102,294,48418,15,0.000419,0.000096,0.000568
192.168.0.1,www.google.com,HTTP/1.1,102,298,48676,13,0.000424,0.000054,0.000568
192.168.0.1,www.google.com,HTTP/1.0,103,293,48380,13,0.000444,0.000041,0.000599
192.168.0.1,www.google.com,HTTP/1.1,103,298,48720,15,0.000423,0.000050,0.000669
192.168.0.1,www.google.com,HTTP/1.0,104,294,48386,15,0.000406,0.000042,0.000584
192.168.0.1,www.google.com,HTTP/1.1,104,300,48673,15,0.000445,0.000108,0.000520
192.168.0.1,www.google.com,HTTP/1.0,105,295,48426,13,0.000395,0.000037,0.000662
192.168.0.1,www.google.com,HTTP/1.1,105,300,48613,11,0.000436,0.000052,0.000719
192.168.0.1,www.google.com,HTTP/1.0,106,298,48443,12,0.000470,0.000037,0.000736
192.168.0.1,www.google.com,HTTP/1.1,106,299,48671,15,0.000436,0.000061,0.000523
192.168.0.1,www.google.com,HTTP/1.0,107,295,48413,12,0.000504,0.000054,0.000701
192.168.0.1,www.google.com,HTTP/1.1,107,299,48635,17,0.000410,0.000039,0.000485
192.168.0.1,www.google.com,HTTP/1.0,108,296,48362,12,0.000421,0.000052,0.000690
192.168.0.1,www.google.com,HTTP/1.1,108,303,48638,21,0.000419,0.000038,0.000507
192.168.0.1,www.google.com,HTTP/1.0,109,296,48431,9,0.000442,0.000045,0.000477
192.168.0.1,www.google.com,HTTP/1.1,109,303,48664,13,0.000432,0.000067,0.000527
192.168.0.1,www.google.com,HTTP/1.0,110,299,48377,2,0.000425,0.000043,0.000481
192.168.0.1,www.google.com,HTTP/1.1,110,301,48665,2,0.000422,0.000079,0.000546
192.168.0.1,www.google.com,HTTP/1.0,111,300,48464,13,0.000445,0.000043,0.000684
192.168.0.1,www.google.com,HTTP/1.1,111,301,48678,15,0.000416,0.000041,0.000461
192.168.0.1,www.google.com,HTTP/1.0,112,294,48460,11,0.000472,0.000051,0.000550
192.168.0.1,www.google.com,HTTP/1.1,112,303,48655,15,0.000403,0.000042,0.000494
192.168.0.1,www.google.com,HTTP/1.0,113,296,48399,17,0.000434,0.000056,0.000597
192.168.0.1,www.google.com,HTTP/1.1,113,305,48686,12,0.000454,0.000044,0.000648
192.168.0.1,www.google.com,HTTP/1.0,114,296,48403,19,0.000476,0.000051,0.000498
192.168.0.1,www.google.com,HTTP/1.1,114,301,48655,11,0.000464,0.000045,0.000854
192.168.0.1,www.google.com,HTTP/1.0,115,299,48381,13,0.000402,0.000044,0.000420
192.168.0.1,www.google.com,HTTP/1.1,115,303,48675,14,0.000462,0.000057,0.000666
192.168.0.1,www.google.com,HTTP/1.0,116,298,48369,16,0.000408,0.000042,0.000540
192.168.0.1,www.google.com,HTTP/1.1,116,300,48660,17,0.000454,0.000079,0.000766
192.168.0.1,www.google.com,HTTP/1.0,117,297,48439,15,0.000408,0.000037,0.000603
192.168.0.1,www.google.com,HTTP/1.1,117,300,49402,16,0.000457,0.000083,0.000531
192.168.0.1,www.google.com,HTTP/1.0,118,298,48428,14,0.000402,0.000042,0.000670
192.168.0.1,www.google.com,HTTP/1.1,118,302,48673,16,0.000431,0.000054,0.000529
192.168.0.1,www.google.com,HTTP/1.0,119,301,48369,15,0.000412,0.000042,0.000633
192.168.0.1,www.google.com,HTTP/1.1,119,300,48664,13,0.000452,0.000055,0.000613
192.168.0.1,www.google.com,HTTP/1.0,120,297,48425,11,0.000401,0.000039,0.000523
192.168.0.1,www.google.com,HTTP/1.1,120,302,48632,17,0.000471,0.000043,0.000496
192.168.0.1,www.google.com,HTTP/1.0,121,298,48437,15,0.000471,0.000053,0.000581
192.168.0.1,www.google.com,HTTP/1.1,121,297,48665,20,0.000418,0.000045,0.000606
192.168.0.1,www.google.com,HTTP/1.0,122,296,48406,14,0.000476,0.000049,0.000645
192.168.0.1,www.google.com,HTTP/1.1,122,301,48661,17,0.000442,0.000073,0.000817
192.168.0.1,www.google.com,HTTP/1.0,123,297,48416,18,0.000441,0.000067,0.000627
192.168.0.1,www.google.com,HTTP/1.1,123,302,48702,11,0.000407,0.000081,0.000647
192.168.0.1,www.google.com,HTTP/1.0,124,299,48421,12,0.000432,0.000079,0.000642
192.168.0.1,www.google.com,HTTP/1.1,124,305,48647,18,0.000521,0.000052,0.000559
192.168.0.1,www.google.com,HTTP/1.0,125,298,48447,14,0.000425,0.000048,0.000525
192.168.0.1,www.google.com,HTTP/1.1,125,301,48613,13,0.000440,0.000047,0.000427
192.168.0.1,www.google.com,HTTP/1.0,126,297,48399,13,0.000439,0.000042,0.000505
192.168.0.1,www.google.com,HTTP/1.1,126,301,48673,13,0.000432,0.000053,0.000437
192.168.0.1,www.google.com,HTTP/1.0,127,297,48457,10,0.000402,0.000064,0.000419
192.168.0.1,www.google.com,HTTP/1.1,127,298,48673,16,0.000420,0.000037,0.000458
192.168.0.1,www.google.com,HTTP/1.0,128,298,48405,14,0.000475,0.000071,0.000514
192.168.0.1,www.google.com,HTTP/1.1,128,301,48653,12,0.000398,0.000063,0.000444
192.168.0.1,www.google.com,HTTP/1.0,129,294,48408,19,0.000431,0.000063,0.000594
192.168.0.1,www.google.com,HTTP/1.1,129,301,48591,16,0.000430,0.000042,0.000515
192.168.0.1,www.google.com,HTTP/1.0,130,299,48420,2,0.000482,0.000047,0.000713
192.168.0.1,www.google.com,HTTP/1.1,130,301,48644,2,0.000421,0.000039,0.000593
192.168.0.1,www.google.com,HTTP/1.0,131,299,48419,18,0.000513,0.000066,0.000652
192.168.0.1,www.google.com,HTTP/1.1,131,305,48653,14,0.000464,0.000070,0.000629
192.168.0.1,www.google.com,HTTP/1.0,132,300,48390,20,0.000479,0.000064,0.000962
192.168.0.1,www.google.com,HTTP/1.1,132,301,48614,20,0.000654,0.000041,0.000497
192.168.0.1,www.google.com,HTTP/1.0,133,297,48363,13,0.000427,0.000066,0.000424
192.168.0.1,www.google.com,HTTP/1.1,133,301,48668,14,0.000423,0.000045,0.000528
192.168.0.1,www.google.com,HTTP/1.0,134,299,48400,18,0.000434,0.000043,0.000566
192.168.0.1,www.google.com,HTTP/1.1,134,300,48622,22,0.000493,0.000072,0.000587
192.168.0.1,www.google.com,HTTP/1.0,135,298,48497,13,0.000496,0.000048,0.000481
192.168.0.1,www.google.com,HTTP/1.1,135,297,48633,19,0.000440,0.000075,0.000497
192.168.0.1,www.google.com,HTTP/1.0,136,301,48425,14,0.000438,0.000096,0.000460
192.168.0.1,www.google.com,HTTP/1.1,136,303,48623,19,0.000451,0.000052,0.000522
192.168.0.1,www.google.com,HTTP/1.0,137,298,48431,21,0.000450,0.000037,0.000519
192.168.0.1,www.google.com,HTTP/1.1,137,303,48621,22,0.000424,0.000086,0.000490
192.168.0.1,www.google.com,HTTP/1.0,138,297,48435,13,0.000474,0.000051,0.000429
192.168.0.1,www.google.com,HTTP/1.1,138,299,48624,16,0.000459,0.000042,0.000418
192.168.0.1,www.google.com,HTTP/1.0,139,296,48421,16,0.000441,0.000049,0.000442
192.168.0.1,www.google.com,HTTP/1.1,139,302,48666,15,0.000448,0.000046,0.000485
192.168.0.1,www.google.com,HTTP/1.0,140,298,48443,17,0.000422,0.000038,0.000388
192.168.0.1,www.google.com,HTTP/1.1,140,300,48649,20,0.000431,0.000044,0.000591
192.168.0.1,www.google.com,HTTP/1.0,141,297,48384,14,0.000410,0.000039,0.000496
192.168.0.1,www.google.com,HTTP/1.1,141,305,48658,18,0.000490,0.000046,0.000556
192.168.0.1,www.google.com,HTTP/1.0,142,299,48385,14,0.000441,0.000047,0.000547
192.168.0.1,www.google.com,HTTP/1.1,142,301,48606,17,0.000931,0.000042,0.000467
192.168.0.1,www.google.com,HTTP/1.0,143,298,48422,2,0.000435,0.000064,0.000498
192.168.0.1,www.google.com,HTTP/1.1,143,304,48605,2,0.000418,0.000038,0.000428
192.168.0.1,www.google.com,HTTP/1.0,144,300,48452,15,0.000405,0.000038,0.000435
192.168.0.1,www.google.com,HTTP/1.1,144,302,48693,16,0.000444,0.000063,0.000706
192.168.0.1,www.google.com,HTTP/1.0,145,295,48393,14,0.000412,0.000042,0.000409
192.168.0.1,www.google.com,HTTP/1.1,145,304,48658,17,0.000432,0.000066,0.000442
192.168.0.1,www.google.com,HTTP/1.0,146,289,47691,20,0.000404,0.000043,0.000475
192.168.0.1,www.google.com,HTTP/1.1,146,303,48639,19,0.000446,0.000050,0.000484
192.168.0.1,www.google.com,HTTP/1.0,147,299,48383,15,0.000410,0.000038,0.000547
192.168.0.1,www.google.com,HTTP/1.1,147,303,48612,15,0.000432,0.000047,0.000535
192.168.0.1,www.google.com,HTTP/1.0,148,296,48428,15,0.000394,0.000063,0.000436
192.168.0.1,www.google.com,HTTP/1.1,148,304,48678,17,0.000446,0.000077,0.000472
192.168.0.1,www.google.com,HTTP/1.0,149,296,48394,16,0.000405,0.000070,0.000517
192.168.0.1,www.google.com,HTTP/1.1,149,301,48646,15,0.000482,0.000082,0.000488
192.168.0.1,www.google.com,HTTP/1.0,150,301,48435,13,0.000398,0.000037,0.000479
192.168.0.1,www.google.com,HTTP/1.1,150,301,48632,15,0.000466,0.000069,0.000486
192.168.0.1,www.google.com,HTTP/1.0,151,293,48406,13,0.000433,0.000046,0.000410
